# source: PRIMAP-2025-v2p7
# description: Data from {{source}} extrapolated to 2025. Uses HISTTP data, which is the third-party priority scenario.
variable,year,region,unit,value
Emissions|CH4|AFOLU|Agriculture,2025,GBR,Mt CH4/yr,1.0764554044
Emissions|CH4|AFOLU|Agriculture,2025,GEO,Mt CH4/yr,0.0446184970099999
Emissions|CH4|AFOLU|Agriculture,2025,GHA,Mt CH4/yr,0.2555232959999999
Emissions|CH4|AFOLU|Agriculture,2025,GIN,Mt CH4/yr,0.6100561400000001
Emissions|CH4|AFOLU|Agriculture,2025,GMB,Mt CH4/yr,0.0266437859999999
Emissions|CH4|AFOLU|Agriculture,2025,GNB,Mt CH4/yr,0.047225784
Emissions|CH4|AFOLU|Agriculture,2025,GNQ,Mt CH4/yr,0.00047590961
Emissions|CH4|AFOLU|Agriculture,2025,GRC,Mt CH4/yr,0.142733995
Emissions|CH4|AFOLU|Agriculture,2025,GRD,Mt CH4/yr,0.0004013105779
Emissions|CH4|AFOLU|Agriculture,2025,GTM,Mt CH4/yr,0.2675754197
Emissions|CH4|AFOLU|Agriculture,2025,GUY,Mt CH4/yr,0.0499322082
Emissions|CH4|AFOLU|Agriculture,2025,HKG,Mt CH4/yr,0.00089950423
Emissions|CH4|AFOLU|Agriculture,2025,HND,Mt CH4/yr,0.1817918565999999
Emissions|CH4|AFOLU|Agriculture,2025,HRV,Mt CH4/yr,0.04751590361
Emissions|CH4|AFOLU|Agriculture,2025,HTI,Mt CH4/yr,0.1227526219
Emissions|CH4|AFOLU|Agriculture,2025,HUN,Mt CH4/yr,0.0987932534999999
Emissions|CH4|AFOLU|Agriculture,2025,IDN,Mt CH4/yr,3.5008904
Emissions|CH4|AFOLU|Agriculture,2025,IND,Mt CH4/yr,20.5311404
Emissions|CH4|AFOLU|Agriculture,2025,IRL,Mt CH4/yr,0.5719807969190001
Emissions|CH4|AFOLU|Agriculture,2025,IRN,Mt CH4/yr,0.78966961
Emissions|CH4|AFOLU|Agriculture,2025,IRQ,Mt CH4/yr,0.1517288589
Emissions|CH4|AFOLU|Agriculture,2025,ISL,Mt CH4/yr,0.01091457190947
Emissions|CH4|AFOLU|Agriculture,2025,ISR,Mt CH4/yr,0.033732691652
Emissions|CH4|AFOLU|Agriculture,2025,ITA,Mt CH4/yr,0.82610419
Emissions|CH4|AFOLU|Agriculture,2025,JAM,Mt CH4/yr,0.013037477873
Emissions|CH4|AFOLU|Agriculture,2025,JOR,Mt CH4/yr,0.0238911637619999
Emissions|CH4|AFOLU|Agriculture,2025,JPN,Mt CH4/yr,0.56388391
Emissions|CH4|AFOLU|Agriculture,2025,KAZ,Mt CH4/yr,0.746739065
Emissions|CH4|AFOLU|Agriculture,2025,KEN,Mt CH4/yr,1.438990326
Emissions|CH4|AFOLU|Agriculture,2025,KGZ,Mt CH4/yr,0.156975547
Emissions|CH4|AFOLU|Agriculture,2025,KHM,Mt CH4/yr,0.7485582899999998
Emissions|CH4|AFOLU|Agriculture,2025,KIR,Mt CH4/yr,0.0002439335
Emissions|CH4|AFOLU|Agriculture,2025,KNA,Mt CH4/yr,0.0005879825899999998
Emissions|CH4|AFOLU|Agriculture,2025,KOR,Mt CH4/yr,0.3850588199999999
Emissions|CH4|AFOLU|Agriculture,2025,KWT,Mt CH4/yr,0.008161110887
Emissions|CH4|AFOLU|Agriculture,2025,LAO,Mt CH4/yr,0.3081423339999999
Emissions|CH4|AFOLU|Agriculture,2025,LBN,Mt CH4/yr,0.0099793441999999
Emissions|CH4|AFOLU|Agriculture,2025,LBR,Mt CH4/yr,0.0091965795
Emissions|CH4|AFOLU|Agriculture,2025,LBY,Mt CH4/yr,0.0671542119699999
Emissions|CH4|AFOLU|Agriculture,2025,LCA,Mt CH4/yr,0.0008306826118570001
Emissions|CH4|AFOLU|Agriculture,2025,LIE,Mt CH4/yr,0.00060089630566
Emissions|CH4|AFOLU|Agriculture,2025,LKA,Mt CH4/yr,0.1910185019999999
Emissions|CH4|AFOLU|Agriculture,2025,LSO,Mt CH4/yr,0.02292664355
Emissions|CH4|AFOLU|Agriculture,2025,LTU,Mt CH4/yr,0.0644795976
Emissions|CH4|AFOLU|Agriculture,2025,LUX,Mt CH4/yr,0.016615106452
Emissions|CH4|AFOLU|Agriculture,2025,LVA,Mt CH4/yr,0.0387563782
Emissions|CH4|AFOLU|Agriculture,2025,MAC,Mt CH4/yr,1.6139651e-05
Emissions|CH4|AFOLU|Agriculture,2025,MAR,Mt CH4/yr,0.3070981962999999
Emissions|CH4|AFOLU|Agriculture,2025,MCO,Mt CH4/yr,0.0008981780416
Emissions|CH4|AFOLU|Agriculture,2025,MDA,Mt CH4/yr,0.0214178526
Emissions|CH4|AFOLU|Agriculture,2025,MDG,Mt CH4/yr,0.6371203
Emissions|CH4|AFOLU|Agriculture,2025,MDV,Mt CH4/yr,1.0047793e-07
Emissions|CH4|AFOLU|Agriculture,2025,MEX,Mt CH4/yr,2.4993417720000006
Emissions|CH4|AFOLU|Agriculture,2025,MKD,Mt CH4/yr,0.0243739997999999
Emissions|CH4|AFOLU|Agriculture,2025,MLI,Mt CH4/yr,0.91943237
Emissions|CH4|AFOLU|Agriculture,2025,MLT,Mt CH4/yr,0.0022091865
Emissions|CH4|AFOLU|Agriculture,2025,MMR,Mt CH4/yr,1.71285199
Emissions|CH4|AFOLU|Agriculture,2025,MNE,Mt CH4/yr,0.009794374277
Emissions|CH4|AFOLU|Agriculture,2025,MNG,Mt CH4/yr,0.7519987595999998
Emissions|CH4|AFOLU|Agriculture,2025,MOZ,Mt CH4/yr,0.4043861099999999
Emissions|CH4|AFOLU|Agriculture,2025,MRT,Mt CH4/yr,0.271899319
Emissions|CH4|AFOLU|Agriculture,2025,MUS,Mt CH4/yr,0.000730726633
Emissions|CH4|AFOLU|Agriculture,2025,MWI,Mt CH4/yr,0.1733817919999999
Emissions|CH4|AFOLU|Agriculture,2025,MYS,Mt CH4/yr,0.1761314679999999
Emissions|CH4|AFOLU|Agriculture,2025,NAM,Mt CH4/yr,0.153564281
Emissions|CH4|AFOLU|Agriculture,2025,NER,Mt CH4/yr,0.9651554607
Emissions|CH4|AFOLU|Agriculture,2025,NGA,Mt CH4/yr,2.07986455
Emissions|CH4|AFOLU|Agriculture,2025,NIC,Mt CH4/yr,0.3465454430999999
Emissions|CH4|AFOLU|Agriculture,2025,NIU,Mt CH4/yr,4.710134917399999e-05
Emissions|CH4|AFOLU|Agriculture,2025,NLD,Mt CH4/yr,0.4575741624899999
Emissions|CH4|AFOLU|Agriculture,2025,NOR,Mt CH4/yr,0.0987753980029999
Emissions|CH4|AFOLU|Agriculture,2025,NPL,Mt CH4/yr,0.8031991299999999
Emissions|CH4|AFOLU|Agriculture,2025,NRU,Mt CH4/yr,4.588151399999999e-05
Emissions|CH4|AFOLU|Agriculture,2025,NZL,Mt CH4/yr,1.059596233381
Emissions|CH4|AFOLU|Agriculture,2025,OMN,Mt CH4/yr,0.0477878152719999
Emissions|CH4|AFOLU|Agriculture,2025,PAK,Mt CH4/yr,6.14835233
Emissions|CH4|AFOLU|Agriculture,2025,PAN,Mt CH4/yr,0.0936205052
Emissions|CH4|AFOLU|Agriculture,2025,PER,Mt CH4/yr,0.72798229
Emissions|CH4|AFOLU|Agriculture,2025,PHL,Mt CH4/yr,1.98385701
Emissions|CH4|AFOLU|Agriculture,2025,PNG,Mt CH4/yr,0.0399041442
Emissions|CH4|AFOLU|Agriculture,2025,POL,Mt CH4/yr,0.5837198124999999
Emissions|CH4|AFOLU|Agriculture,2025,PRK,Mt CH4/yr,0.1476824969999999
Emissions|CH4|AFOLU|Agriculture,2025,PRT,Mt CH4/yr,0.189172751
Emissions|CH4|AFOLU|Agriculture,2025,PRY,Mt CH4/yr,0.8333508279999999
Emissions|CH4|AFOLU|Agriculture,2025,QAT,Mt CH4/yr,0.0136467814746599
Emissions|CH4|AFOLU|Agriculture,2025,ROU,Mt CH4/yr,0.308938211
Emissions|CH4|AFOLU|Agriculture,2025,RUS,Mt CH4/yr,1.92030202
Emissions|CH4|AFOLU|Agriculture,2025,RWA,Mt CH4/yr,0.0650984903999999
Emissions|CH4|AFOLU|Agriculture,2025,SAU,Mt CH4/yr,0.30135894312
Emissions|CH4|AFOLU|Agriculture,2025,SDN,Mt CH4/yr,1.938890416
Emissions|CH4|AFOLU|Agriculture,2025,SEN,Mt CH4/yr,0.305240869
Emissions|CH4|AFOLU|Agriculture,2025,SGP,Mt CH4/yr,5.782205e-05
Emissions|CH4|AFOLU|Agriculture,2025,SHN,Mt CH4/yr,3.867265999999999e-05
Emissions|CH4|AFOLU|Agriculture,2025,SLB,Mt CH4/yr,0.0022710849
Emissions|CH4|AFOLU|Agriculture,2025,SLE,Mt CH4/yr,0.0978871039999999
Emissions|CH4|AFOLU|Agriculture,2025,SLV,Mt CH4/yr,0.0544796138999999
Emissions|CH4|AFOLU|Agriculture,2025,SMR,Mt CH4/yr,0.000441133312
Emissions|CH4|AFOLU|Agriculture,2025,SOM,Mt CH4/yr,0.63748138258
Emissions|CH4|AFOLU|Agriculture,2025,SRB,Mt CH4/yr,0.1187182861
Emissions|CH4|AFOLU|Agriculture,2025,SSD,Mt CH4/yr,0.99942371
Emissions|CH4|AFOLU|Agriculture,2025,STP,Mt CH4/yr,0.00020875621755999995
Emissions|CH4|AFOLU|Agriculture,2025,SUR,Mt CH4/yr,0.0182115019
Emissions|CH4|AFOLU|Agriculture,2025,SVK,Mt CH4/yr,0.0395923606999999
Emissions|CH4|AFOLU|Agriculture,2025,SVN,Mt CH4/yr,0.03940818128
Emissions|CH4|AFOLU|Agriculture,2025,SWE,Mt CH4/yr,0.1287006064399999
Emissions|CH4|AFOLU|Agriculture,2025,SWZ,Mt CH4/yr,0.02416725056
Emissions|CH4|AFOLU|Agriculture,2025,SYC,Mt CH4/yr,7.9281136376e-05
Emissions|CH4|AFOLU|Agriculture,2025,SYR,Mt CH4/yr,0.1471285502999999
Emissions|CH4|AFOLU|Agriculture,2025,TCD,Mt CH4/yr,2.3868063509999997
Emissions|CH4|AFOLU|Agriculture,2025,TGO,Mt CH4/yr,0.0765297739999999
Emissions|CH4|AFOLU|Agriculture,2025,THA,Mt CH4/yr,2.12981405
Emissions|CH4|AFOLU|Agriculture,2025,TJK,Mt CH4/yr,0.1934423056
Emissions|CH4|AFOLU|Agriculture,2025,TKL,Mt CH4/yr,6.1583141093e-05
Emissions|CH4|AFOLU|Agriculture,2025,TKM,Mt CH4/yr,0.2671096655
Emissions|CH4|AFOLU|Agriculture,2025,TLS,Mt CH4/yr,0.0298971732
Emissions|CH4|AFOLU|Agriculture,2025,TON,Mt CH4/yr,0.0023649246369
Emissions|CH4|AFOLU|Agriculture,2025,TTO,Mt CH4/yr,0.0037343929859999
Emissions|CH4|AFOLU|Agriculture,2025,TUN,Mt CH4/yr,0.0813311795599999
Emissions|CH4|AFOLU|Agriculture,2025,TUR,Mt CH4/yr,1.013037956
Emissions|CH4|AFOLU|Agriculture,2025,TUV,Mt CH4/yr,0.00022388346
Emissions|CH4|AFOLU|Agriculture,2025,TWN,Mt CH4/yr,0.0863875569999999
Emissions|CH4|AFOLU|Agriculture,2025,TZA,Mt CH4/yr,1.63632989
Emissions|CH4|AFOLU|Agriculture,2025,UGA,Mt CH4/yr,0.677591689
Emissions|CH4|AFOLU|Agriculture,2025,UKR,Mt CH4/yr,0.321782823
Emissions|CH4|AFOLU|Agriculture,2025,URY,Mt CH4/yr,0.729987623
Emissions|CH4|AFOLU|Agriculture,2025,USA,Mt CH4/yr,7.88223512
Emissions|CH4|AFOLU|Agriculture,2025,UZB,Mt CH4/yr,0.934031205
Emissions|CH4|AFOLU|Agriculture,2025,VAT,Mt CH4/yr,6.48629307e-06
Emissions|CH4|AFOLU|Agriculture,2025,VCT,Mt CH4/yr,0.000253665199855
Emissions|CH4|AFOLU|Agriculture,2025,VEN,Mt CH4/yr,1.124678736
Emissions|CH4|AFOLU|Agriculture,2025,VGB,Mt CH4/yr,0.00024428190999999994
Emissions|CH4|AFOLU|Agriculture,2025,VNM,Mt CH4/yr,1.90897405
Emissions|CH4|AFOLU|Agriculture,2025,VUT,Mt CH4/yr,0.0083633864266
Emissions|CH4|AFOLU|Agriculture,2025,WSM,Mt CH4/yr,0.0041066400155599
Emissions|CH4|AFOLU|Agriculture,2025,World,Mt CH4/yr,143.8144211157229
Emissions|CH4|AFOLU|Agriculture,2025,YEM,Mt CH4/yr,0.20928548109
Emissions|CH4|AFOLU|Agriculture,2025,ZAF,Mt CH4/yr,0.6089120619999999
Emissions|CH4|AFOLU|Agriculture,2025,ZMB,Mt CH4/yr,0.4821882399999999
Emissions|CH4|AFOLU|Agriculture,2025,ZWE,Mt CH4/yr,0.261402339
Emissions|CO2|AFOLU,2025,ABW,Mt CO2/yr,-0.00012220000000000002
Emissions|CO2|AFOLU,2025,AFG,Mt CO2/yr,0.015142367
Emissions|CO2|AFOLU,2025,AGO,Mt CO2/yr,35.485762
Emissions|CO2|AFOLU,2025,ALB,Mt CO2/yr,0.0489546479999999
Emissions|CO2|AFOLU,2025,AND,Mt CO2/yr,0.0027112072
Emissions|CO2|AFOLU,2025,ARG,Mt CO2/yr,2.4058941
Emissions|CO2|AFOLU,2025,ARM,Mt CO2/yr,0.045236714
Emissions|CO2|AFOLU,2025,AUS,Mt CO2/yr,3.4267435
Emissions|CO2|AFOLU,2025,AUT,Mt CO2/yr,0.0399305
Emissions|CO2|AFOLU,2025,AZE,Mt CO2/yr,0.14077022
Emissions|CO2|AFOLU,2025,BDI,Mt CO2/yr,3.029417
Emissions|CO2|AFOLU,2025,BEL,Mt CO2/yr,0.029611997
Emissions|CO2|AFOLU,2025,BEN,Mt CO2/yr,10.710333
Emissions|CO2|AFOLU,2025,BFA,Mt CO2/yr,24.10144
Emissions|CO2|AFOLU,2025,BGD,Mt CO2/yr,2.8182054
Emissions|CO2|AFOLU,2025,BGR,Mt CO2/yr,0.79146047
Emissions|CO2|AFOLU,2025,BHR,Mt CO2/yr,-0.0028889
Emissions|CO2|AFOLU,2025,BIH,Mt CO2/yr,0.0030119608
Emissions|CO2|AFOLU,2025,BLR,Mt CO2/yr,0.45224035
Emissions|CO2|AFOLU,2025,BLZ,Mt CO2/yr,5.2072533000000005
Emissions|CO2|AFOLU,2025,BOL,Mt CO2/yr,67.381956
Emissions|CO2|AFOLU,2025,BRA,Mt CO2/yr,13.229120000000002
Emissions|CO2|AFOLU,2025,BRB,Mt CO2/yr,-0.0018328
Emissions|CO2|AFOLU,2025,BRN,Mt CO2/yr,0.248188174
Emissions|CO2|AFOLU,2025,BTN,Mt CO2/yr,-1.3181982
Emissions|CO2|AFOLU,2025,BWA,Mt CO2/yr,41.146689
Emissions|CO2|AFOLU,2025,CAF,Mt CO2/yr,13.974891
Emissions|CO2|AFOLU,2025,CAN,Mt CO2/yr,3.792821800000001
Emissions|CO2|AFOLU,2025,CHE,Mt CO2/yr,0.054451924
Emissions|CO2|AFOLU,2025,CHL,Mt CO2/yr,0.39621453
Emissions|CO2|AFOLU,2025,CHN,Mt CO2/yr,15.061574
Emissions|CO2|AFOLU,2025,CIV,Mt CO2/yr,0.13597322
Emissions|CO2|AFOLU,2025,CMR,Mt CO2/yr,0.076128546
Emissions|CO2|AFOLU,2025,COD,Mt CO2/yr,601.2542900000001
Emissions|CO2|AFOLU,2025,COG,Mt CO2/yr,9.7865621
Emissions|CO2|AFOLU,2025,COK,Mt CO2/yr,-0.0031136
Emissions|CO2|AFOLU,2025,COL,Mt CO2/yr,0.63956115
Emissions|CO2|AFOLU,2025,COM,Mt CO2/yr,0.0598556
Emissions|CO2|AFOLU,2025,CPV,Mt CO2/yr,-0.06292
Emissions|CO2|AFOLU,2025,CRI,Mt CO2/yr,0.14500558
Emissions|CO2|AFOLU,2025,CUB,Mt CO2/yr,0.022266459
Emissions|CO2|AFOLU,2025,CYP,Mt CO2/yr,0.0036492495
Emissions|CO2|AFOLU,2025,CZE,Mt CO2/yr,0.13589241
Emissions|CO2|AFOLU,2025,DEU,Mt CO2/yr,0.56596882
Emissions|CO2|AFOLU,2025,DJI,Mt CO2/yr,5.9e-06
Emissions|CO2|AFOLU,2025,DMA,Mt CO2/yr,-0.0139262
Emissions|CO2|AFOLU,2025,DNK,Mt CO2/yr,0.055817143
Emissions|CO2|AFOLU,2025,DOM,Mt CO2/yr,0.18689105
Emissions|CO2|AFOLU,2025,DZA,Mt CO2/yr,0.093114571
Emissions|CO2|AFOLU,2025,ECU,Mt CO2/yr,0.5457302700000001
Emissions|CO2|AFOLU,2025,EGY,Mt CO2/yr,2.7608487
Emissions|CO2|AFOLU,2025,ERI,Mt CO2/yr,0.4498724
Emissions|CO2|AFOLU,2025,ESP,Mt CO2/yr,0.8890060700000001
Emissions|CO2|AFOLU,2025,EST,Mt CO2/yr,0.071028571
Emissions|CO2|AFOLU,2025,ETH,Mt CO2/yr,0.47233728
Emissions|CO2|AFOLU,2025,FIN,Mt CO2/yr,0.0027105215
Emissions|CO2|AFOLU,2025,FJI,Mt CO2/yr,-2.5702535
Emissions|CO2|AFOLU,2025,FRA,Mt CO2/yr,2.2277797
Emissions|CO2|AFOLU,2025,FSM,Mt CO2/yr,-0.0349327
Emissions|CO2|AFOLU,2025,GAB,Mt CO2/yr,6.2803646
Emissions|CO2|AFOLU,2025,GBR,Mt CO2/yr,1.4360329
Emissions|CO2|AFOLU,2025,GEO,Mt CO2/yr,0.086766448
Emissions|CO2|AFOLU,2025,GHA,Mt CO2/yr,-24.926185
Emissions|CO2|AFOLU,2025,GIN,Mt CO2/yr,11.937724
Emissions|CO2|AFOLU,2025,GMB,Mt CO2/yr,0.5277191
Emissions|CO2|AFOLU,2025,GNB,Mt CO2/yr,1.4856600000000002
Emissions|CO2|AFOLU,2025,GNQ,Mt CO2/yr,3.8329378
Emissions|CO2|AFOLU,2025,GRC,Mt CO2/yr,0.14302606
Emissions|CO2|AFOLU,2025,GTM,Mt CO2/yr,0.44338214
Emissions|CO2|AFOLU,2025,GUY,Mt CO2/yr,13.045509773
Emissions|CO2|AFOLU,2025,HKG,Mt CO2/yr,6.718e-06
Emissions|CO2|AFOLU,2025,HND,Mt CO2/yr,5.5243634
Emissions|CO2|AFOLU,2025,HRV,Mt CO2/yr,0.061031911
Emissions|CO2|AFOLU,2025,HTI,Mt CO2/yr,0.634634
Emissions|CO2|AFOLU,2025,HUN,Mt CO2/yr,0.17251768
Emissions|CO2|AFOLU,2025,IDN,Mt CO2/yr,5.8915755
Emissions|CO2|AFOLU,2025,IND,Mt CO2/yr,30.582665
Emissions|CO2|AFOLU,2025,IRL,Mt CO2/yr,0.17864804
Emissions|CO2|AFOLU,2025,IRN,Mt CO2/yr,1.6929049
Emissions|CO2|AFOLU,2025,IRQ,Mt CO2/yr,0.036928994
Emissions|CO2|AFOLU,2025,ISL,Mt CO2/yr,0.00080736508
Emissions|CO2|AFOLU,2025,ISR,Mt CO2/yr,0.071435747
Emissions|CO2|AFOLU,2025,ITA,Mt CO2/yr,0.7821224999999999
Emissions|CO2|AFOLU,2025,JAM,Mt CO2/yr,0.1443237
Emissions|CO2|AFOLU,2025,JOR,Mt CO2/yr,0.014609196
Emissions|CO2|AFOLU,2025,JPN,Mt CO2/yr,0.57346728
Emissions|CO2|AFOLU,2025,KAZ,Mt CO2/yr,0.45240439
Emissions|CO2|AFOLU,2025,KEN,Mt CO2/yr,0.20024301
Emissions|CO2|AFOLU,2025,KGZ,Mt CO2/yr,0.12822857
Emissions|CO2|AFOLU,2025,KHM,Mt CO2/yr,29.005566
Emissions|CO2|AFOLU,2025,KOR,Mt CO2/yr,0.45512191
Emissions|CO2|AFOLU,2025,KWT,Mt CO2/yr,0.0031428566
Emissions|CO2|AFOLU,2025,LAO,Mt CO2/yr,8.669045
Emissions|CO2|AFOLU,2025,LBN,Mt CO2/yr,0.0052613941
Emissions|CO2|AFOLU,2025,LBR,Mt CO2/yr,13.405851
Emissions|CO2|AFOLU,2025,LBY,Mt CO2/yr,0.026944441
Emissions|CO2|AFOLU,2025,LCA,Mt CO2/yr,-0.1463731
Emissions|CO2|AFOLU,2025,LIE,Mt CO2/yr,0.00024307229
Emissions|CO2|AFOLU,2025,LKA,Mt CO2/yr,0.13707039
Emissions|CO2|AFOLU,2025,LTU,Mt CO2/yr,0.4146534
Emissions|CO2|AFOLU,2025,LUX,Mt CO2/yr,0.0092370697
Emissions|CO2|AFOLU,2025,LVA,Mt CO2/yr,0.20940283
Emissions|CO2|AFOLU,2025,MAR,Mt CO2/yr,0.1668531999999999
Emissions|CO2|AFOLU,2025,MCO,Mt CO2/yr,0.0013062454999999
Emissions|CO2|AFOLU,2025,MDA,Mt CO2/yr,0.11213504
Emissions|CO2|AFOLU,2025,MDG,Mt CO2/yr,9.0415194
Emissions|CO2|AFOLU,2025,MEX,Mt CO2/yr,2.6511484000000003
Emissions|CO2|AFOLU,2025,MKD,Mt CO2/yr,0.021023941
Emissions|CO2|AFOLU,2025,MLI,Mt CO2/yr,0.1554278899999999
Emissions|CO2|AFOLU,2025,MLT,Mt CO2/yr,-0.0045347999999999
Emissions|CO2|AFOLU,2025,MMR,Mt CO2/yr,1.1967
Emissions|CO2|AFOLU,2025,MNE,Mt CO2/yr,0.013780648
Emissions|CO2|AFOLU,2025,MNG,Mt CO2/yr,22.373179
Emissions|CO2|AFOLU,2025,MOZ,Mt CO2/yr,52.827553
Emissions|CO2|AFOLU,2025,MRT,Mt CO2/yr,-1.082488
Emissions|CO2|AFOLU,2025,MUS,Mt CO2/yr,0.016919045
Emissions|CO2|AFOLU,2025,MWI,Mt CO2/yr,7.907134200000001
Emissions|CO2|AFOLU,2025,MYS,Mt CO2/yr,1.3998813
Emissions|CO2|AFOLU,2025,NAM,Mt CO2/yr,10.56188068
Emissions|CO2|AFOLU,2025,NER,Mt CO2/yr,1.2441022000000002
